name,id,hp,attack,defense,spAttack,spDefense,speed,bst,type1,type2,abilities,passive,evolution line,img
Savanna Spewpa,665,45,22,60,27,30,29,213,Bug,,"Shed Skin, Friend Guard",Compound Eyes,"Meadow Scatterbug, Icy Snow Scatterbug, Polar Scatterbug, Tundra Scatterbug, Continental Scatterbug, Garden Scatterbug, Elegant Scatterbug, Modern Scatterbug, Marine Scatterbug, Archipelago Scatterbug, High Plains Scatterbug, Sandstorm Scatterbug, River Scatterbug, Monsoon Scatterbug, Savanna Scatterbug, Sun Scatterbug, Ocean Scatterbug, Jungle Scatterbug, Fancy Scatterbug, Poke Ball Scatterbug, Meadow Spewpa, Icy Snow Spewpa, Polar Spewpa, Tundra Spewpa, Continental Spewpa, Garden Spewpa, Elegant Spewpa, Modern Spewpa, Marine Spewpa, Archipelago Spewpa, High Plains Spewpa, Sandstorm Spewpa, River Spewpa, Monsoon Spewpa, Savanna Spewpa, Sun Spewpa, Ocean Spewpa, Jungle Spewpa, Fancy Spewpa, Poke Ball Spewpa, Meadow Vivillon, Icy Snow Vivillon, Polar Vivillon, Tundra Vivillon, Continental Vivillon, Garden Vivillon, Elegant Vivillon, Modern Vivillon, Marine Vivillon, Archipelago Vivillon, High Plains Vivillon, Sandstorm Vivillon, River Vivillon, Monsoon Vivillon, Savanna Vivillon, Sun Vivillon, Ocean Vivillon, Jungle Vivillon, Fancy Vivillon, Poke Ball Vivillon",665
Sun Spewpa,665,45,22,60,27,30,29,213,Bug,,"Shed Skin, Friend Guard",Compound Eyes,"Meadow Scatterbug, Icy Snow Scatterbug, Polar Scatterbug, Tundra Scatterbug, Continental Scatterbug, Garden Scatterbug, Elegant Scatterbug, Modern Scatterbug, Marine Scatterbug, Archipelago Scatterbug, High Plains Scatterbug, Sandstorm Scatterbug, River Scatterbug, Monsoon Scatterbug, Savanna Scatterbug, Sun Scatterbug, Ocean Scatterbug, Jungle Scatterbug, Fancy Scatterbug, Poke Ball Scatterbug, Meadow Spewpa, Icy Snow Spewpa, Polar Spewpa, Tundra Spewpa, Continental Spewpa, Garden Spewpa, Elegant Spewpa, Modern Spewpa, Marine Spewpa, Archipelago Spewpa, High Plains Spewpa, Sandstorm Spewpa, River Spewpa, Monsoon Spewpa, Savanna Spewpa, Sun Spewpa, Ocean Spewpa, Jungle Spewpa, Fancy Spewpa, Poke Ball Spewpa, Meadow Vivillon, Icy Snow Vivillon, Polar Vivillon, Tundra Vivillon, Continental Vivillon, Garden Vivillon, Elegant Vivillon, Modern Vivillon, Marine Vivillon, Archipelago Vivillon, High Plains Vivillon, Sandstorm Vivillon, River Vivillon, Monsoon Vivillon, Savanna Vivillon, Sun Vivillon, Ocean Vivillon, Jungle Vivillon, Fancy Vivillon, Poke Ball Vivillon",665
Ocean Spewpa,665,45,22,60,27,30,29,213,Bug,,"Shed Skin, Friend Guard",Compound Eyes,"Meadow Scatterbug, Icy Snow Scatterbug, Polar Scatterbug, Tundra Scatterbug, Continental Scatterbug, Garden Scatterbug, Elegant Scatterbug, Modern Scatterbug, Marine Scatterbug, Archipelago Scatterbug, High Plains Scatterbug, Sandstorm Scatterbug, River Scatterbug, Monsoon Scatterbug, Savanna Scatterbug, Sun Scatterbug, Ocean Scatterbug, Jungle Scatterbug, Fancy Scatterbug, Poke Ball Scatterbug, Meadow Spewpa, Icy Snow Spewpa, Polar Spewpa, Tundra Spewpa, Continental Spewpa, Garden Spewpa, Elegant Spewpa, Modern Spewpa, Marine Spewpa, Archipelago Spewpa, High Plains Spewpa, Sandstorm Spewpa, River Spewpa, Monsoon Spewpa, Savanna Spewpa, Sun Spewpa, Ocean Spewpa, Jungle Spewpa, Fancy Spewpa, Poke Ball Spewpa, Meadow Vivillon, Icy Snow Vivillon, Polar Vivillon, Tundra Vivillon, Continental Vivillon, Garden Vivillon, Elegant Vivillon, Modern Vivillon, Marine Vivillon, Archipelago Vivillon, High Plains Vivillon, Sandstorm Vivillon, River Vivillon, Monsoon Vivillon, Savanna Vivillon, Sun Vivillon, Ocean Vivillon, Jungle Vivillon, Fancy Vivillon, Poke Ball Vivillon",665
Jungle Spewpa,665,45,22,60,27,30,29,213,Bug,,"Shed Skin, Friend Guard",Compound Eyes,"Meadow Scatterbug, Icy Snow Scatterbug, Polar Scatterbug, Tundra Scatterbug, Continental Scatterbug, Garden Scatterbug, Elegant Scatterbug, Modern Scatterbug, Marine Scatterbug, Archipelago Scatterbug, High Plains Scatterbug, Sandstorm Scatterbug, River Scatterbug, Monsoon Scatterbug, Savanna Scatterbug, Sun Scatterbug, Ocean Scatterbug, Jungle Scatterbug, Fancy Scatterbug, Poke Ball Scatterbug, Meadow Spewpa, Icy Snow Spewpa, Polar Spewpa, Tundra Spewpa, Continental Spewpa, Garden Spewpa, Elegant Spewpa, Modern Spewpa, Marine Spewpa, Archipelago Spewpa, High Plains Spewpa, Sandstorm Spewpa, River Spewpa, Monsoon Spewpa, Savanna Spewpa, Sun Spewpa, Ocean Spewpa, Jungle Spewpa, Fancy Spewpa, Poke Ball Spewpa, Meadow Vivillon, Icy Snow Vivillon, Polar Vivillon, Tundra Vivillon, Continental Vivillon, Garden Vivillon, Elegant Vivillon, Modern Vivillon, Marine Vivillon, Archipelago Vivillon, High Plains Vivillon, Sandstorm Vivillon, River Vivillon, Monsoon Vivillon, Savanna Vivillon, Sun Vivillon, Ocean Vivillon, Jungle Vivillon, Fancy Vivillon, Poke Ball Vivillon",665
Fancy Spewpa,665,45,22,60,27,30,29,213,Bug,,"Shed Skin, Friend Guard",Compound Eyes,"Meadow Scatterbug, Icy Snow Scatterbug, Polar Scatterbug, Tundra Scatterbug, Continental Scatterbug, Garden Scatterbug, Elegant Scatterbug, Modern Scatterbug, Marine Scatterbug, Archipelago Scatterbug, High Plains Scatterbug, Sandstorm Scatterbug, River Scatterbug, Monsoon Scatterbug, Savanna Scatterbug, Sun Scatterbug, Ocean Scatterbug, Jungle Scatterbug, Fancy Scatterbug, Poke Ball Scatterbug, Meadow Spewpa, Icy Snow Spewpa, Polar Spewpa, Tundra Spewpa, Continental Spewpa, Garden Spewpa, Elegant Spewpa, Modern Spewpa, Marine Spewpa, Archipelago Spewpa, High Plains Spewpa, Sandstorm Spewpa, River Spewpa, Monsoon Spewpa, Savanna Spewpa, Sun Spewpa, Ocean Spewpa, Jungle Spewpa, Fancy Spewpa, Poke Ball Spewpa, Meadow Vivillon, Icy Snow Vivillon, Polar Vivillon, Tundra Vivillon, Continental Vivillon, Garden Vivillon, Elegant Vivillon, Modern Vivillon, Marine Vivillon, Archipelago Vivillon, High Plains Vivillon, Sandstorm Vivillon, River Vivillon, Monsoon Vivillon, Savanna Vivillon, Sun Vivillon, Ocean Vivillon, Jungle Vivillon, Fancy Vivillon, Poke Ball Vivillon",665
Poke Ball Spewpa,665,45,22,60,27,30,29,213,Bug,,"Shed Skin, Friend Guard",Compound Eyes,"Meadow Scatterbug, Icy Snow Scatterbug, Polar Scatterbug, Tundra Scatterbug, Continental Scatterbug, Garden Scatterbug, Elegant Scatterbug, Modern Scatterbug, Marine Scatterbug, Archipelago Scatterbug, High Plains Scatterbug, Sandstorm Scatterbug, River Scatterbug, Monsoon Scatterbug, Savanna Scatterbug, Sun Scatterbug, Ocean Scatterbug, Jungle Scatterbug, Fancy Scatterbug, Poke Ball Scatterbug, Meadow Spewpa, Icy Snow Spewpa, Polar Spewpa, Tundra Spewpa, Continental Spewpa, Garden Spewpa, Elegant Spewpa, Modern Spewpa, Marine Spewpa, Archipelago Spewpa, High Plains Spewpa, Sandstorm Spewpa, River Spewpa, Monsoon Spewpa, Savanna Spewpa, Sun Spewpa, Ocean Spewpa, Jungle Spewpa, Fancy Spewpa, Poke Ball Spewpa, Meadow Vivillon, Icy Snow Vivillon, Polar Vivillon, Tundra Vivillon, Continental Vivillon, Garden Vivillon, Elegant Vivillon, Modern Vivillon, Marine Vivillon, Archipelago Vivillon, High Plains Vivillon, Sandstorm Vivillon, River Vivillon, Monsoon Vivillon, Savanna Vivillon, Sun Vivillon, Ocean Vivillon, Jungle Vivillon, Fancy Vivillon, Poke Ball Vivillon",665
Meadow Vivillon,666,80,52,50,90,50,89,411,Bug,Flying,"Shield Dust, Compound Eyes, Friend Guard",Prankster,"Meadow Scatterbug, Icy Snow Scatterbug, Polar Scatterbug, Tundra Scatterbug, Continental Scatterbug, Garden Scatterbug, Elegant Scatterbug, Modern Scatterbug, Marine Scatterbug, Archipelago Scatterbug, High Plains Scatterbug, Sandstorm Scatterbug, River Scatterbug, Monsoon Scatterbug, Savanna Scatterbug, Sun Scatterbug, Ocean Scatterbug, Jungle Scatterbug, Fancy Scatterbug, Poke Ball Scatterbug, Meadow Spewpa, Icy Snow Spewpa, Polar Spewpa, Tundra Spewpa, Continental Spewpa, Garden Spewpa, Elegant Spewpa, Modern Spewpa, Marine Spewpa, Archipelago Spewpa, High Plains Spewpa, Sandstorm Spewpa, River Spewpa, Monsoon Spewpa, Savanna Spewpa, Sun Spewpa, Ocean Spewpa, Jungle Spewpa, Fancy Spewpa, Poke Ball Spewpa, Meadow Vivillon, Icy Snow Vivillon, Polar Vivillon, Tundra Vivillon, Continental Vivillon, Garden Vivillon, Elegant Vivillon, Modern Vivillon, Marine Vivillon, Archipelago Vivillon, High Plains Vivillon, Sandstorm Vivillon, River Vivillon, Monsoon Vivillon, Savanna Vivillon, Sun Vivillon, Ocean Vivillon, Jungle Vivillon, Fancy Vivillon, Poke Ball Vivillon",666-meadow
Icy Snow Vivillon,666,80,52,50,90,50,89,411,Bug,Flying,"Shield Dust, Compound Eyes, Friend Guard",Prankster,"Meadow Scatterbug, Icy Snow Scatterbug, Polar Scatterbug, Tundra Scatterbug, Continental Scatterbug, Garden Scatterbug, Elegant Scatterbug, Modern Scatterbug, Marine Scatterbug, Archipelago Scatterbug, High Plains Scatterbug, Sandstorm Scatterbug, River Scatterbug, Monsoon Scatterbug, Savanna Scatterbug, Sun Scatterbug, Ocean Scatterbug, Jungle Scatterbug, Fancy Scatterbug, Poke Ball Scatterbug, Meadow Spewpa, Icy Snow Spewpa, Polar Spewpa, Tundra Spewpa, Continental Spewpa, Garden Spewpa, Elegant Spewpa, Modern Spewpa, Marine Spewpa, Archipelago Spewpa, High Plains Spewpa, Sandstorm Spewpa, River Spewpa, Monsoon Spewpa, Savanna Spewpa, Sun Spewpa, Ocean Spewpa, Jungle Spewpa, Fancy Spewpa, Poke Ball Spewpa, Meadow Vivillon, Icy Snow Vivillon, Polar Vivillon, Tundra Vivillon, Continental Vivillon, Garden Vivillon, Elegant Vivillon, Modern Vivillon, Marine Vivillon, Archipelago Vivillon, High Plains Vivillon, Sandstorm Vivillon, River Vivillon, Monsoon Vivillon, Savanna Vivillon, Sun Vivillon, Ocean Vivillon, Jungle Vivillon, Fancy Vivillon, Poke Ball Vivillon",666-icy-snow
Polar Vivillon,666,80,52,50,90,50,89,411,Bug,Flying,"Shield Dust, Compound Eyes, Friend Guard",Prankster,"Meadow Scatterbug, Icy Snow Scatterbug, Polar Scatterbug, Tundra Scatterbug, Continental Scatterbug, Garden Scatterbug, Elegant Scatterbug, Modern Scatterbug, Marine Scatterbug, Archipelago Scatterbug, High Plains Scatterbug, Sandstorm Scatterbug, River Scatterbug, Monsoon Scatterbug, Savanna Scatterbug, Sun Scatterbug, Ocean Scatterbug, Jungle Scatterbug, Fancy Scatterbug, Poke Ball Scatterbug, Meadow Spewpa, Icy Snow Spewpa, Polar Spewpa, Tundra Spewpa, Continental Spewpa, Garden Spewpa, Elegant Spewpa, Modern Spewpa, Marine Spewpa, Archipelago Spewpa, High Plains Spewpa, Sandstorm Spewpa, River Spewpa, Monsoon Spewpa, Savanna Spewpa, Sun Spewpa, Ocean Spewpa, Jungle Spewpa, Fancy Spewpa, Poke Ball Spewpa, Meadow Vivillon, Icy Snow Vivillon, Polar Vivillon, Tundra Vivillon, Continental Vivillon, Garden Vivillon, Elegant Vivillon, Modern Vivillon, Marine Vivillon, Archipelago Vivillon, High Plains Vivillon, Sandstorm Vivillon, River Vivillon, Monsoon Vivillon, Savanna Vivillon, Sun Vivillon, Ocean Vivillon, Jungle Vivillon, Fancy Vivillon, Poke Ball Vivillon",666-polar
Tundra Vivillon,666,80,52,50,90,50,89,411,Bug,Flying,"Shield Dust, Compound Eyes, Friend Guard",Prankster,"Meadow Scatterbug, Icy Snow Scatterbug, Polar Scatterbug, Tundra Scatterbug, Continental Scatterbug, Garden Scatterbug, Elegant Scatterbug, Modern Scatterbug, Marine Scatterbug, Archipelago Scatterbug, High Plains Scatterbug, Sandstorm Scatterbug, River Scatterbug, Monsoon Scatterbug, Savanna Scatterbug, Sun Scatterbug, Ocean Scatterbug, Jungle Scatterbug, Fancy Scatterbug, Poke Ball Scatterbug, Meadow Spewpa, Icy Snow Spewpa, Polar Spewpa, Tundra Spewpa, Continental Spewpa, Garden Spewpa, Elegant Spewpa, Modern Spewpa, Marine Spewpa, Archipelago Spewpa, High Plains Spewpa, Sandstorm Spewpa, River Spewpa, Monsoon Spewpa, Savanna Spewpa, Sun Spewpa, Ocean Spewpa, Jungle Spewpa, Fancy Spewpa, Poke Ball Spewpa, Meadow Vivillon, Icy Snow Vivillon, Polar Vivillon, Tundra Vivillon, Continental Vivillon, Garden Vivillon, Elegant Vivillon, Modern Vivillon, Marine Vivillon, Archipelago Vivillon, High Plains Vivillon, Sandstorm Vivillon, River Vivillon, Monsoon Vivillon, Savanna Vivillon, Sun Vivillon, Ocean Vivillon, Jungle Vivillon, Fancy Vivillon, Poke Ball Vivillon",666-tundra
Continental Vivillon,666,80,52,50,90,50,89,411,Bug,Flying,"Shield Dust, Compound Eyes, Friend Guard",Prankster,"Meadow Scatterbug, Icy Snow Scatterbug, Polar Scatterbug, Tundra Scatterbug, Continental Scatterbug, Garden Scatterbug, Elegant Scatterbug, Modern Scatterbug, Marine Scatterbug, Archipelago Scatterbug, High Plains Scatterbug, Sandstorm Scatterbug, River Scatterbug, Monsoon Scatterbug, Savanna Scatterbug, Sun Scatterbug, Ocean Scatterbug, Jungle Scatterbug, Fancy Scatterbug, Poke Ball Scatterbug, Meadow Spewpa, Icy Snow Spewpa, Polar Spewpa, Tundra Spewpa, Continental Spewpa, Garden Spewpa, Elegant Spewpa, Modern Spewpa, Marine Spewpa, Archipelago Spewpa, High Plains Spewpa, Sandstorm Spewpa, River Spewpa, Monsoon Spewpa, Savanna Spewpa, Sun Spewpa, Ocean Spewpa, Jungle Spewpa, Fancy Spewpa, Poke Ball Spewpa, Meadow Vivillon, Icy Snow Vivillon, Polar Vivillon, Tundra Vivillon, Continental Vivillon, Garden Vivillon, Elegant Vivillon, Modern Vivillon, Marine Vivillon, Archipelago Vivillon, High Plains Vivillon, Sandstorm Vivillon, River Vivillon, Monsoon Vivillon, Savanna Vivillon, Sun Vivillon, Ocean Vivillon, Jungle Vivillon, Fancy Vivillon, Poke Ball Vivillon",666-continental
Garden Vivillon,666,80,52,50,90,50,89,411,Bug,Flying,"Shield Dust, Compound Eyes, Friend Guard",Prankster,"Meadow Scatterbug, Icy Snow Scatterbug, Polar Scatterbug, Tundra Scatterbug, Continental Scatterbug, Garden Scatterbug, Elegant Scatterbug, Modern Scatterbug, Marine Scatterbug, Archipelago Scatterbug, High Plains Scatterbug, Sandstorm Scatterbug, River Scatterbug, Monsoon Scatterbug, Savanna Scatterbug, Sun Scatterbug, Ocean Scatterbug, Jungle Scatterbug, Fancy Scatterbug, Poke Ball Scatterbug, Meadow Spewpa, Icy Snow Spewpa, Polar Spewpa, Tundra Spewpa, Continental Spewpa, Garden Spewpa, Elegant Spewpa, Modern Spewpa, Marine Spewpa, Archipelago Spewpa, High Plains Spewpa, Sandstorm Spewpa, River Spewpa, Monsoon Spewpa, Savanna Spewpa, Sun Spewpa, Ocean Spewpa, Jungle Spewpa, Fancy Spewpa, Poke Ball Spewpa, Meadow Vivillon, Icy Snow Vivillon, Polar Vivillon, Tundra Vivillon, Continental Vivillon, Garden Vivillon, Elegant Vivillon, Modern Vivillon, Marine Vivillon, Archipelago Vivillon, High Plains Vivillon, Sandstorm Vivillon, River Vivillon, Monsoon Vivillon, Savanna Vivillon, Sun Vivillon, Ocean Vivillon, Jungle Vivillon, Fancy Vivillon, Poke Ball Vivillon",666-garden
Elegant Vivillon,666,80,52,50,90,50,89,411,Bug,Flying,"Shield Dust, Compound Eyes, Friend Guard",Prankster,"Meadow Scatterbug, Icy Snow Scatterbug, Polar Scatterbug, Tundra Scatterbug, Continental Scatterbug, Garden Scatterbug, Elegant Scatterbug, Modern Scatterbug, Marine Scatterbug, Archipelago Scatterbug, High Plains Scatterbug, Sandstorm Scatterbug, River Scatterbug, Monsoon Scatterbug, Savanna Scatterbug, Sun Scatterbug, Ocean Scatterbug, Jungle Scatterbug, Fancy Scatterbug, Poke Ball Scatterbug, Meadow Spewpa, Icy Snow Spewpa, Polar Spewpa, Tundra Spewpa, Continental Spewpa, Garden Spewpa, Elegant Spewpa, Modern Spewpa, Marine Spewpa, Archipelago Spewpa, High Plains Spewpa, Sandstorm Spewpa, River Spewpa, Monsoon Spewpa, Savanna Spewpa, Sun Spewpa, Ocean Spewpa, Jungle Spewpa, Fancy Spewpa, Poke Ball Spewpa, Meadow Vivillon, Icy Snow Vivillon, Polar Vivillon, Tundra Vivillon, Continental Vivillon, Garden Vivillon, Elegant Vivillon, Modern Vivillon, Marine Vivillon, Archipelago Vivillon, High Plains Vivillon, Sandstorm Vivillon, River Vivillon, Monsoon Vivillon, Savanna Vivillon, Sun Vivillon, Ocean Vivillon, Jungle Vivillon, Fancy Vivillon, Poke Ball Vivillon",666-elegant
Modern Vivillon,666,80,52,50,90,50,89,411,Bug,Flying,"Shield Dust, Compound Eyes, Friend Guard",Prankster,"Meadow Scatterbug, Icy Snow Scatterbug, Polar Scatterbug, Tundra Scatterbug, Continental Scatterbug, Garden Scatterbug, Elegant Scatterbug, Modern Scatterbug, Marine Scatterbug, Archipelago Scatterbug, High Plains Scatterbug, Sandstorm Scatterbug, River Scatterbug, Monsoon Scatterbug, Savanna Scatterbug, Sun Scatterbug, Ocean Scatterbug, Jungle Scatterbug, Fancy Scatterbug, Poke Ball Scatterbug, Meadow Spewpa, Icy Snow Spewpa, Polar Spewpa, Tundra Spewpa, Continental Spewpa, Garden Spewpa, Elegant Spewpa, Modern Spewpa, Marine Spewpa, Archipelago Spewpa, High Plains Spewpa, Sandstorm Spewpa, River Spewpa, Monsoon Spewpa, Savanna Spewpa, Sun Spewpa, Ocean Spewpa, Jungle Spewpa, Fancy Spewpa, Poke Ball Spewpa, Meadow Vivillon, Icy Snow Vivillon, Polar Vivillon, Tundra Vivillon, Continental Vivillon, Garden Vivillon, Elegant Vivillon, Modern Vivillon, Marine Vivillon, Archipelago Vivillon, High Plains Vivillon, Sandstorm Vivillon, River Vivillon, Monsoon Vivillon, Savanna Vivillon, Sun Vivillon, Ocean Vivillon, Jungle Vivillon, Fancy Vivillon, Poke Ball Vivillon",666-modern
Marine Vivillon,666,80,52,50,90,50,89,411,Bug,Flying,"Shield Dust, Compound Eyes, Friend Guard",Prankster,"Meadow Scatterbug, Icy Snow Scatterbug, Polar Scatterbug, Tundra Scatterbug, Continental Scatterbug, Garden Scatterbug, Elegant Scatterbug, Modern Scatterbug, Marine Scatterbug, Archipelago Scatterbug, High Plains Scatterbug, Sandstorm Scatterbug, River Scatterbug, Monsoon Scatterbug, Savanna Scatterbug, Sun Scatterbug, Ocean Scatterbug, Jungle Scatterbug, Fancy Scatterbug, Poke Ball Scatterbug, Meadow Spewpa, Icy Snow Spewpa, Polar Spewpa, Tundra Spewpa, Continental Spewpa, Garden Spewpa, Elegant Spewpa, Modern Spewpa, Marine Spewpa, Archipelago Spewpa, High Plains Spewpa, Sandstorm Spewpa, River Spewpa, Monsoon Spewpa, Savanna Spewpa, Sun Spewpa, Ocean Spewpa, Jungle Spewpa, Fancy Spewpa, Poke Ball Spewpa, Meadow Vivillon, Icy Snow Vivillon, Polar Vivillon, Tundra Vivillon, Continental Vivillon, Garden Vivillon, Elegant Vivillon, Modern Vivillon, Marine Vivillon, Archipelago Vivillon, High Plains Vivillon, Sandstorm Vivillon, River Vivillon, Monsoon Vivillon, Savanna Vivillon, Sun Vivillon, Ocean Vivillon, Jungle Vivillon, Fancy Vivillon, Poke Ball Vivillon",666-marine
Archipelago Vivillon,666,80,52,50,90,50,89,411,Bug,Flying,"Shield Dust, Compound Eyes, Friend Guard",Prankster,"Meadow Scatterbug, Icy Snow Scatterbug, Polar Scatterbug, Tundra Scatterbug, Continental Scatterbug, Garden Scatterbug, Elegant Scatterbug, Modern Scatterbug, Marine Scatterbug, Archipelago Scatterbug, High Plains Scatterbug, Sandstorm Scatterbug, River Scatterbug, Monsoon Scatterbug, Savanna Scatterbug, Sun Scatterbug, Ocean Scatterbug, Jungle Scatterbug, Fancy Scatterbug, Poke Ball Scatterbug, Meadow Spewpa, Icy Snow Spewpa, Polar Spewpa, Tundra Spewpa, Continental Spewpa, Garden Spewpa, Elegant Spewpa, Modern Spewpa, Marine Spewpa, Archipelago Spewpa, High Plains Spewpa, Sandstorm Spewpa, River Spewpa, Monsoon Spewpa, Savanna Spewpa, Sun Spewpa, Ocean Spewpa, Jungle Spewpa, Fancy Spewpa, Poke Ball Spewpa, Meadow Vivillon, Icy Snow Vivillon, Polar Vivillon, Tundra Vivillon, Continental Vivillon, Garden Vivillon, Elegant Vivillon, Modern Vivillon, Marine Vivillon, Archipelago Vivillon, High Plains Vivillon, Sandstorm Vivillon, River Vivillon, Monsoon Vivillon, Savanna Vivillon, Sun Vivillon, Ocean Vivillon, Jungle Vivillon, Fancy Vivillon, Poke Ball Vivillon",666-archipelago
High Plains Vivillon,666,80,52,50,90,50,89,411,Bug,Flying,"Shield Dust, Compound Eyes, Friend Guard",Prankster,"Meadow Scatterbug, Icy Snow Scatterbug, Polar Scatterbug, Tundra Scatterbug, Continental Scatterbug, Garden Scatterbug, Elegant Scatterbug, Modern Scatterbug, Marine Scatterbug, Archipelago Scatterbug, High Plains Scatterbug, Sandstorm Scatterbug, River Scatterbug, Monsoon Scatterbug, Savanna Scatterbug, Sun Scatterbug, Ocean Scatterbug, Jungle Scatterbug, Fancy Scatterbug, Poke Ball Scatterbug, Meadow Spewpa, Icy Snow Spewpa, Polar Spewpa, Tundra Spewpa, Continental Spewpa, Garden Spewpa, Elegant Spewpa, Modern Spewpa, Marine Spewpa, Archipelago Spewpa, High Plains Spewpa, Sandstorm Spewpa, River Spewpa, Monsoon Spewpa, Savanna Spewpa, Sun Spewpa, Ocean Spewpa, Jungle Spewpa, Fancy Spewpa, Poke Ball Spewpa, Meadow Vivillon, Icy Snow Vivillon, Polar Vivillon, Tundra Vivillon, Continental Vivillon, Garden Vivillon, Elegant Vivillon, Modern Vivillon, Marine Vivillon, Archipelago Vivillon, High Plains Vivillon, Sandstorm Vivillon, River Vivillon, Monsoon Vivillon, Savanna Vivillon, Sun Vivillon, Ocean Vivillon, Jungle Vivillon, Fancy Vivillon, Poke Ball Vivillon",666-high-plains
Sandstorm Vivillon,666,80,52,50,90,50,89,411,Bug,Flying,"Shield Dust, Compound Eyes, Friend Guard",Prankster,"Meadow Scatterbug, Icy Snow Scatterbug, Polar Scatterbug, Tundra Scatterbug, Continental Scatterbug, Garden Scatterbug, Elegant Scatterbug, Modern Scatterbug, Marine Scatterbug, Archipelago Scatterbug, High Plains Scatterbug, Sandstorm Scatterbug, River Scatterbug, Monsoon Scatterbug, Savanna Scatterbug, Sun Scatterbug, Ocean Scatterbug, Jungle Scatterbug, Fancy Scatterbug, Poke Ball Scatterbug, Meadow Spewpa, Icy Snow Spewpa, Polar Spewpa, Tundra Spewpa, Continental Spewpa, Garden Spewpa, Elegant Spewpa, Modern Spewpa, Marine Spewpa, Archipelago Spewpa, High Plains Spewpa, Sandstorm Spewpa, River Spewpa, Monsoon Spewpa, Savanna Spewpa, Sun Spewpa, Ocean Spewpa, Jungle Spewpa, Fancy Spewpa, Poke Ball Spewpa, Meadow Vivillon, Icy Snow Vivillon, Polar Vivillon, Tundra Vivillon, Continental Vivillon, Garden Vivillon, Elegant Vivillon, Modern Vivillon, Marine Vivillon, Archipelago Vivillon, High Plains Vivillon, Sandstorm Vivillon, River Vivillon, Monsoon Vivillon, Savanna Vivillon, Sun Vivillon, Ocean Vivillon, Jungle Vivillon, Fancy Vivillon, Poke Ball Vivillon",666-sandstorm
River Vivillon,666,80,52,50,90,50,89,411,Bug,Flying,"Shield Dust, Compound Eyes, Friend Guard",Prankster,"Meadow Scatterbug, Icy Snow Scatterbug, Polar Scatterbug, Tundra Scatterbug, Continental Scatterbug, Garden Scatterbug, Elegant Scatterbug, Modern Scatterbug, Marine Scatterbug, Archipelago Scatterbug, High Plains Scatterbug, Sandstorm Scatterbug, River Scatterbug, Monsoon Scatterbug, Savanna Scatterbug, Sun Scatterbug, Ocean Scatterbug, Jungle Scatterbug, Fancy Scatterbug, Poke Ball Scatterbug, Meadow Spewpa, Icy Snow Spewpa, Polar Spewpa, Tundra Spewpa, Continental Spewpa, Garden Spewpa, Elegant Spewpa, Modern Spewpa, Marine Spewpa, Archipelago Spewpa, High Plains Spewpa, Sandstorm Spewpa, River Spewpa, Monsoon Spewpa, Savanna Spewpa, Sun Spewpa, Ocean Spewpa, Jungle Spewpa, Fancy Spewpa, Poke Ball Spewpa, Meadow Vivillon, Icy Snow Vivillon, Polar Vivillon, Tundra Vivillon, Continental Vivillon, Garden Vivillon, Elegant Vivillon, Modern Vivillon, Marine Vivillon, Archipelago Vivillon, High Plains Vivillon, Sandstorm Vivillon, River Vivillon, Monsoon Vivillon, Savanna Vivillon, Sun Vivillon, Ocean Vivillon, Jungle Vivillon, Fancy Vivillon, Poke Ball Vivillon",666-river
